,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
167,Carlos couldn't criticize himself.,Carlos couldn't criticize themselves.,Carlos couldn't criticize,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,167,NA,NA
168,Curtis will impress himself.,Curtis will impress themselves.,Curtis will impress,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,168,NA,NA
169,Sandra had distracted herself.,Sandra had distracted themselves.,Sandra had distracted,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,169,NA,NA
170,All people weren't curing themselves.,All people weren't curing himself.,All people weren't curing,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,170,NA,NA
171,Every bank was bothering itself.,Every bank was bothering themselves.,Every bank was bothering,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,171,NA,NA
172,All pedestrians hire themselves.,All pedestrians hire herself.,All pedestrians hire,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,172,NA,NA
173,That movie has disagreed with itself.,That movie has disagreed with themselves.,That movie has disagreed with,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,173,NA,NA
174,Rachelle wasn't astounding herself.,Rachelle wasn't astounding themselves.,Rachelle wasn't astounding,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,174,NA,NA
175,Eva approached herself.,Eva approached themselves.,Eva approached,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,175,NA,NA
176,Diane will return to herself.,Diane will return to themselves.,Diane will return to,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,176,NA,NA
177,Stephen had praised himself.,Stephen had praised themselves.,Stephen had praised,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,177,NA,NA
178,The Impressionists concealed themselves.,The Impressionists concealed itself.,The Impressionists concealed,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,178,NA,NA
179,Many hospitals are worrying themselves.,Many hospitals are worrying itself.,Many hospitals are worrying,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,179,NA,NA
180,Most teenagers boasted about themselves.,Most teenagers boasted about himself.,Most teenagers boasted about,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,180,NA,NA
181,Many teachers kissed themselves.,Many teachers kissed herself.,Many teachers kissed,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,181,NA,NA
182,The ladies are leaving themselves.,The ladies are leaving herself.,The ladies are leaving,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,182,NA,NA
183,Martha hadn't argued about herself.,Martha hadn't argued about themselves.,Martha hadn't argued about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,183,NA,NA
184,Valerie observed herself.,Valerie observed themselves.,Valerie observed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,184,NA,NA
185,Beverly argued about herself.,Beverly argued about themselves.,Beverly argued about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,185,NA,NA
186,The Impressionists do approach themselves.,The Impressionists do approach himself.,The Impressionists do approach,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,186,NA,NA
187,The Impressionists couldn't listen to themselves.,The Impressionists couldn't listen to himself.,The Impressionists couldn't listen to,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,187,NA,NA
188,Russell will confuse himself.,Russell will confuse themselves.,Russell will confuse,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,188,NA,NA
189,Drivers have hired themselves.,Drivers have hired himself.,Drivers have hired,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,189,NA,NA
190,Many dancers boasted about themselves.,Many dancers boasted about herself.,Many dancers boasted about,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,190,NA,NA
191,Most children could cure themselves.,Most children could cure herself.,Most children could cure,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,191,NA,NA
192,Scott had observed himself.,Scott had observed themselves.,Scott had observed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,192,NA,NA
193,These guests do find themselves.,These guests do find himself.,These guests do find,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,193,NA,NA
194,Diane hadn't thought about herself.,Diane hadn't thought about themselves.,Diane hadn't thought about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,194,NA,NA
195,That legislature stuns itself.,That legislature stuns themselves.,That legislature stuns,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,195,NA,NA
196,Adam isn't insulting himself.,Adam isn't insulting themselves.,Adam isn't insulting,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,196,NA,NA
197,Jill wouldn't flee from herself.,Jill wouldn't flee from themselves.,Jill wouldn't flee from,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,197,NA,NA
198,Those dancers disagree with themselves.,Those dancers disagree with himself.,Those dancers disagree with,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,198,NA,NA
199,Jason fired himself.,Jason fired themselves.,Jason fired,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,199,NA,NA
200,Many teachers had noticed themselves.,Many teachers had noticed herself.,Many teachers had noticed,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,200,NA,NA
201,Those adults did alarm themselves.,Those adults did alarm itself.,Those adults did alarm,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,201,NA,NA
202,The Impressionists like themselves.,The Impressionists like himself.,The Impressionists like,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,202,NA,NA
203,Eric shouldn't aggravate himself.,Eric shouldn't aggravate themselves.,Eric shouldn't aggravate,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,203,NA,NA
204,Irene wouldn't boast about herself.,Irene wouldn't boast about themselves.,Irene wouldn't boast about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,204,NA,NA
205,Homer sounded like himself.,Homer sounded like themselves.,Homer sounded like,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,205,NA,NA
206,The Clintons watched themselves.,The Clintons watched itself.,The Clintons watched,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,206,NA,NA
207,Many girls insulted themselves.,Many girls insulted herself.,Many girls insulted,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,207,NA,NA
208,Elizabeth respected herself.,Elizabeth respected themselves.,Elizabeth respected,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,208,NA,NA
209,Nancy could bother herself.,Nancy could bother themselves.,Nancy could bother,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,209,NA,NA
210,All actresses have noticed themselves.,All actresses have noticed itself.,All actresses have noticed,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,210,NA,NA
211,Tanya confused herself.,Tanya confused themselves.,Tanya confused,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,211,NA,NA
212,Those teachers like themselves.,Those teachers like herself.,Those teachers like,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,212,NA,NA
213,The Impressionists fire themselves.,The Impressionists fire herself.,The Impressionists fire,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,213,NA,NA
214,Naomi won't hide herself.,Naomi won't hide themselves.,Naomi won't hide,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,214,NA,NA
215,Richard hasn't alarmed himself.,Richard hasn't alarmed themselves.,Richard hasn't alarmed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,215,NA,NA
216,Lucille can't escape from herself.,Lucille can't escape from themselves.,Lucille can't escape from,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,216,NA,NA
217,All women talk about themselves.,All women talk about himself.,All women talk about,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,217,NA,NA
218,Thomas has attacked himself.,Thomas has attacked themselves.,Thomas has attacked,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,218,NA,NA
219,All people haven't discussed themselves.,All people haven't discussed himself.,All people haven't discussed,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,219,NA,NA
220,Cashiers haven't hidden themselves.,Cashiers haven't hidden herself.,Cashiers haven't hidden,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,220,NA,NA
221,The guys talked to themselves.,The guys talked to himself.,The guys talked to,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,221,NA,NA
222,Adults kiss themselves.,Adults kiss himself.,Adults kiss,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,222,NA,NA
223,Some government stuns itself.,Some government stuns themselves.,Some government stuns,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,223,NA,NA
224,These women don't discuss themselves.,These women don't discuss itself.,These women don't discuss,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,224,NA,NA
225,Most girls irritated themselves.,Most girls irritated itself.,Most girls irritated,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,225,NA,NA
226,Most pedestrians reveal themselves.,Most pedestrians reveal himself.,Most pedestrians reveal,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,226,NA,NA
227,The cashiers can't watch themselves.,The cashiers can't watch himself.,The cashiers can't watch,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,227,NA,NA
228,All girls had healed themselves.,All girls had healed herself.,All girls had healed,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,228,NA,NA
